crop_group,crop_en,crop_bn,page,field,label_bn,text_bn
tuber,potato,আলু,25,fertilizer,সারের পরিমাণ,"দেশের বিভিন্ন স্থানের মাটির ঊর্বরতা বিভিন্ন রকমের এজন্য সারের চাহিদা সকল জমির জন্য সমান নয়। বাংলাদেশ কৃষি গবষেণা কাউন্সিল, ফার্মগেট, ঢাকা কর্তৃক প্রকাশিত “সার সুপারিশ গাইড” অনুযায়ী বিভিন্ন অঞ্চলের জন্য প্রয়োজনীয় সার ব্যবহার করতে হবে। কারণ জমিতে খাদ্য উপাদানের অভাব হলে আলু গাছে ভাইরাস রোগের লক্ষণ শনাক্ত করতে অসুবিধা হয়। এছাড়া কা•িক্ষত ফলনও পাওয়া যাবে না। কন্দাল ফসল গবেষণা কেন্দ্র, বিএআরআই নিম্নলিখিত সারের সুপারিশ করেছে। স্থান ভেদে তা বিএআরসি এর সার সুপারিশ গাইডের সাথে মিল রেখে কম/বেশি করে ব্যবহার করতে হবে।"
tuber,potato,আলু,25,fertilizer,সারের নাম সারের পরিমাণ,
tuber,potato,আলু,25,other,কেজি/হেক্টরে কেজি/বিঘা কেজি/শতক,"ইউরিয়া 325-350 কেজি 44.78-48.23 1.32-1.42 টিএসপি 200-220 কেজি 27.56-30.32 0.81-0.89 এমপি 250-300 কেজি 34.43-41.32 1.02-1.22 জিপসাম 100-120 কেজি 13.78-16.54 0.40-0.49 জিংক সালফেট 8-10 কেজি 1.10-1.38 0.032-0.040 বোরিক এসিড (প্রয়োজনবোধে) 6-9 কেজি 0.83-1.24 0.024-0.037 গোবর 10 টন 1,378.00 41.00"
tuber,potato,আলু,25,fertilizer_method,সার প্রয়োগ পদ্ধতি,"গোবর ও জিংক সালফেট শেষ চাষের সময় জমিতে মিশিয়ে দিতে হবে। অর্ধেক ইউরিয়া, সম্পূর্ণ টিএসপি, এমপি, জিপসাম ও বোরন সার রোপণের সময় সারির দুই পার্শ্বে বা জমিতে মিশিয়ে দিতে হবে। বাকি ইউরিয়া রোপণের 30-35 দিন পর অর্থাৎ দ্বিতীয়বার মাটি তোলার সময় উপরি প্রয়োগ করতে হবে। তবে ভালো পদ্ধতিতে বীজ রোপণ লাইনের উভয় পার্শে 10-12 সেমি দূরে লাইন টেনে সার দেওয়া ভালো। এতে সারের সঠিক প্রয়োগ হয়। সার প্রয়োগের পর সাথে সাথে সার ও বীজ মাটি দিয়ে ভেলি তুলে ঢেকে দিতে হবে।"
tuber,potato,আলু,25,fertilizer,সার প্রয়োগের নালা এবং বীজ আলু রোপণের সারির নক্সা নিম্নে দেখানো হল,
tuber,potato,আলু,25,irrigation,সেচ প্রয়োগ,"বীজ রোপণের পর জমিতে পরিমিত রস না থাকলে সেচ দেওয়া উত্তম, তবে খেয়াল রাখতে হবে ক্ষেতে কোনভাবেই পানি না দাঁড়ায়। লক্ষ্য রাখতে হবে যেন পানিতে ভেলির 2/3 অংশ পর্যন্ত ডুবে যায়। এছাড়াও 2-3টি সেচ প্রয়োগ করা প্রয়োজন হতে পারে (20-25 দিনের মধ্যে স্টোলন বের হওয়ার সময়। 40-45 দিনের মধ্যে গুটি বের হওয়া পর্যন্ত এবং পরে আলু বৃদ্ধির সময়)। জমি থেকে আলু উঠানোর 7-10 দিন পূর্বে মাটি ভেদে সেচ প্রয়োগ বন্ধ রাখতে হবে। উল্লেখ্য যে, দাঁদ রোগ নিয়ন্ত্রণের জন্য আলু রোপণের পর 30-50 দিনের সময়ে জমিতে কোন অবস্থায় রসের ঘাটতি এবং 60-65 দিনের পর রসের আধিক্য হতে দেয়া যাবে না।"
tuber,potato,আলু,25,intercultural,অন্তর্বর্তীকালীন পরিচর্যা,"আলুর জমি সর্বদা আগাছামুক্ত রাখা উচিত। আলু লাগানোর 30-35 দিনের মধ্যে আগাছা পরিষ্কার করে দুই সারির মধ্যবর্তী স্থান কুপিয়ে উপরি সার প্রয়োগ করতে হবে। সার মিশ্রিত মাটি গাছের গোড়ায় তুলে দিতে হবে। তবে খেয়াল রাখতে হবে, কোপানোর সময় যাতে আলু শিকড় বা স্টোলন না কাটে এবং মাটি দেওয়ার সময় গাছের পাতা মাটি চাপা না পড়ে। 55-60 দিন পর প্রয়োজন হলে পূণরায় আগাছা পরিষ্কার করে মাটি তুলে দিতে হবে। এছাড়াও পরবর্তীতে কোন কারণে আলু মাটির উপরে উন্মুক্ত হলে তা দেখার সাথে সাথে মাটি তুলে ঢেকে দিতে হবে।"
tuber,potato,আলু,25,fertilizer,সার নালা,
tuber,potato,আলু,25,fertilizer,সার নালা,
tuber,potato,আলু,25,fertilizer,সার নালা,
tuber,potato,আলু,25,fertilizer,সার নালা,
tuber,potato,আলু,25,other,40 সে.মি.,প্রয়োজনমতো রোগবালাই ও পোকামাকড় দমন করতে হবে। রোগাক্রান্ত গাছ তুলে ফেলে জমি থেকে দূরে মাটির নিচে পুঁতে ফেলতে হবে। এতে ক্ষেতে আলুর মড়ক রোগসহ বিভিন্ন রোগ নিয়ন্ত্রণে রাখা যায়।
tuber,potato,আলু,25,pest_disease,রোগিং,"মানসম্পন্ন বীজ আলু উৎপাদনে রোগিং একটি অত্যন্ত গুরুত্বপূর্ণ বিষয়। সঠিকভাবে রোগিং করা না হলে বীজ আলুর গুণাগুণ কমে যায়। এ জন্য গাছের বয়স 30-35 দিন থেকে শুরু করে ফসল সংগ্রহ পর্যন্ত নিয়মিত আলুর জমিতে বিভিন্ন জাতের মিশ্রিত গাছ, অস্বাভাবিক এবং রোগাক্রান্ত গাছ তুলে ফেলতে হবে ভাইরাস রোগের ক্ষেত্রে অত্যন্ত সতর্কতার সাথে আলু গাছ মাটির নিচে আলুসহ উঠিয়ে অন্যত্র মাটির নিচে পুঁতে ফেলতে হবে। সকালে এবং বিকালে রোগিং এর জন্য উপযুক্ত সময়। সূর্যের বিপরীত দিকে মুখ করে রোগিং করতে হবে যেন পাতায় সকল লক্ষণ স্পষ্ট বুঝা যায়। লক্ষ্য রাখতে হবে যেন রোগাক্রান্ত গাছ কোনক্রমেই কোন সুস্থ গাছের সঙ্গে না লাগে এবং শ্রমিকের হাতের স্পর্শ দ্বারাও যেন সুস্থ গাছ রোগ সংক্রমণ না হয়। বীজ ফসলের ক্ষেতে বীজ আলু মাটি ভেদ করে উঠে আসার পর থেকে হাম পুলিং পর্যন্ত 4/5 দিন অন্তর অন্তর ফসলের মাঠে যেয়ে রোগিং করতে হবে। রোগমুক্ত মানসম্পন্ন আলু উৎপাদন করায় রপ্তানিযোগ্য আলু উৎপাদনের ক্ষেত্রেও এ পদ্ধতি অনুসরণ করা দরকার।"
tuber,potato,আলু,25,other,হমপুলিং (,Haulm pulling
tuber,potato,আলু,25,other,) বা গাছ উপড়ে ফেলা,হমপুলিং হলো গাছ টেনে উপড়ে ফেলা। হমপুলিং এর 7-10 দিন পূর্ব হতে সেচ বন্ধ করতে হবে। তবে বেলে মাটি হলে 5-7 দিন পূর্বে সেচ বন্ধ করা ভালো। বেশিদিন পূর্বে সেচ বন্ধ করলে বেলে মাটির আলুতে হিট ইনজুরি হওয়ার সম্ভাবনা রয়েছে। হমপুলিং করার সময় মাটিতে পর্যাপ্ত রস থাকলে গাছ ক্ষেত থেকে সরিয়ে ফেলতে হবে। যদি পর্যাপ্ত রস না থাকে তবে গাছ দ্বারা পিলি ঢেকে দিতে হবে। যাতে হিট ইনজুরি হওয়ার সম্ভাবনা কমে যাবে। ফসল কর্তন (Crop Cutting) করে আলুর আকার ও ফলন দেখে হামপুলিং এর তারিখ নির্ধারণ করতে হবে।
tuber,potato,আলু,25,soil_climate,মাঠে মাটির নিচে কিউরিং,হামপুলিং এর পর মাটি ও আলুর অবস্থার উপর নির্ভর করে 7-10 দিন পর্যন্ত মাটি নিচে রেখে আলুর ত্বক শক্ত করতে হবে। আলুর ত্বক শক্ত হয়েছে কিনা তা দেখার জন্য আলু তুলে বৃদ্ধাঙ্গুলি দ্বারা আলুর ত্বকে চাপ দিতে হবে। চামড়া না উঠলে বুঝা যাবে কিউরিং হয়েছে। অথবা চটের বস্তায় 2/3 কেজি নমুনা আলু উঠিয়ে ঝাকুনি দিতে হবে। যদি ছাল না উঠে তবে বুঝা যাবে কিউরিং হয়েছে। বীজআলু মাটির নিচে থাকা অবস্থায় প্রয়োজনে লাইনে মাটি দিয়ে আলু ঢেকে দিতে হবে যেন সূর্যালোকে আলুতে সবুজায়ন ও হিট ইনজুরি না হতে পারে।
tuber,potato,আলু,25,harvest,আলু উঠানো/সংগ্রহ,"শুষ্ক, উজ্জ্বল ও ভালো আবহাওয়াতে আলু উত্তোলন করতে হবে। এক সারির পর এক সারি কোদাল বা লাঙ্গল দিয়ে আলু উঠাতে হবে। লক্ষ্য রাখতে হবে যেন আলু আঘাতপ্রাপ্ত না হয়। আলু উঠানোর পর প্রখর রৌদ্রে রাখা যাবে না। মাঠে প্রাথমিক বাছাইয়ের মাধ্যমে কাটা, ফাটা, আংশিক পচা আলু বাতিল হিসাবে পৃথক করতে হবে যেন ভাল আলুর গাদার সাথে মিশ্রিত হতে না পারে। মাঠে বস্তায় অথবা চট দ্বারা আবৃত ঝুড়িতে ভরে সতর্কতার সাথে অস্থায়ী শেডে পরিবহন করে আনতে হবে। লক্ষ্য রাখতে হবে যেন আলুর বস্তা বা ঝুড়ি আছড়িয়ে ফেলে আলু ফাটিয়ে বা আলুর ছাল উঠিয়ে থেতলিয়ে ফেলা না হয়।"
tuber,potato,আলু,25,other,অস্থায়ী শেড নির্মাণ ও অস্থায়ী শেডে কিউরিং,আলু উৎপাদন মাঠ বা ব্লকের কাছাকাছি ছায়াযুক্ত ঠাণ্ডা ও সহজে বাতাস চলাচল করে এমন উপযোগী করে অস্থায়ী শেড তৈরি করতে হবে। মাঠ থেকে কেবল মাত্র প্রাথমিক বাছাইকৃত আলু শেডের মেঝেতে বিছিয়ে রাখতে হবে যেন আলুর স্তুপ 45 সে.মি. এর বেশি উঁচু না হয়। এ অবস্থায় কমপক্ষে 3-5 দিন কিউরিং করতে হবে।
tuber,potato,আলু,25,other,সর্টিং-গ্রেডিং,"আলু সংরক্ষণ করার জন্য অবশ্যই ভালোভাবে বাছাই করা দরকার। বাছাই ভাল হলে সংরক্ষণ/ রপ্তানিযোগ্য আলুর মান ভাল হবে। রোগাক্রান্ত, আঘাতপ্রাপ্ত, আংশিক কাটা, ফাটা, অসম আকৃতির ও অতীব সবুজায়নকৃত আলু সঠিকভাবে বাছাই করে পরে বস্তাবন্দী করতে হবে। বাছাইকৃত আলুতে দু-একটি রোগাক্রান্ত বা খারাপ আলু থাকলে অবশিষ্ট আলুর মান ক্ষতিগ্রস্থ হবে এবং আলু রপ্তানির সময় জাহাজেই পচে নষ্ট হবে।"
tuber,potato,আলু,25,other,আলু সংরক্ষণ,সর্টিং-গ্রেডিং করার পর আলু নির্দিষ্ট সাইজের বস্তায় (80/50 কেজি) করে কোল্ড স্টোরেজে সংরক্ষণ করতে হবে। বীজ আলু অবশ্যই কোল্ড স্টোরেজে সংরক্ষণ করতে হবে। তবে কিছু পরিমাণ খাবার আলু কন্দাল ফসল গবেষণা কেন্দ্র কর্তৃক উদ্ভাবিত পদ্ধতিতে জাত ভেদে 3-5 মাস সংরক্ষণ করা যেতে পারে।
tuber,potato,আলু,25,pest_disease,আলুর ক্ষতিকর প্রধান রোগ এবং সমন্বিত দমন ব্যবস্থাপনা,"আলু বীজ জমিতে বপন থেকে সংগ্রহ ও সংরক্ষণ পর্যন্ত বিভিন্ন ধাপে বিভিন্ন প্রকারের ক্ষতিকর রোগ দ্বারা আলু গাছ ও বীজ আলু আক্রান্ত হয়। আলুর ক্ষতিকর প্রধান রোগের মধ্যে নাবি ধ্বসা, ঢলে পড়া, দাঁদ, স্কাব বা ষ্টেম ক্যাঙ্কার, ব্লাক লেগ এবং বিভিন্ন প্রকার ভাইরাস রোগ হলো অন্যতম। এ সমস্ত রোগ দমনে সময়োপযোগী ব্যবস্থা গ্রহণ না করলে কৃষক পর্যায়ে আলুর লাভজনক উৎপাদন ব্যহত হয়। এসব রোগের লক্ষণ এবং সমন্বিত দমন ব্যবস্থাপনা সংক্ষেপে বর্ণনা করা হলো।"
tuber,potato,আলু,25,other,আলুর মড়ক বা নাবি ধ্বসা,(Late blight)
tuber,potato,আলু,25,pest_disease,রোগ,
tuber,potato,আলু,25,pest_disease,লক্ষণ,"আলুর মড়ক রোগ বাংলাদেশের আলু উৎপাদনের প্রধান অন্তরায়। ফাইটোপথোরা ইনফেসট্যান্স (Phytophthora infestans) নামক ছত্রাকের আক্রমণে এ রোগ হয়ে থাকে। এ রোগের আক্রমণে প্রথমে পাতায় ছোপ ছোপ ভেজা হালকা সবুজ গোলাকার বা এলোমেলো দাগ দেখা দেয়, যা দ্রুত কালো হয়ে পচে যায়। গাছের কাণ্ড এবং টিউবারেও এ রোগের আক্রমণ দেখা যায়। সকাল বেলা মাঠে গেলে পাতার নিচে সাদা সাদা পাউডারের মত ছত্রাক দেখা যায়। তীব্র আক্রমণে সম্পূর্ণ জমির ফসল নষ্ট হয়ে যায়। নিম্ন তাপমাত্রা এবং কুয়াশাযুক্ত আবহাওয়ায় আক্রান্ত গাছ, দ্রুত লতাপাতা ও কাণ্ডসহ পচে যায় এবং 2-3 দিনের মধ্যেই মাঠের সমস্ত গাছই মরে যেতে পারে। আক্রান্ত টিউবারের গায়ে ও ভিতরের অংশে গাঢ় বাদামী থেকে কালচে দাগ পড়ে।"
tuber,potato,আলু,25,pest_disease,অনুক‚ল আবহাওয়া ও রোগের,
tuber,potato,আলু,25,other,উৎস,"ঠাণ্ডা ও ভেজা আবহাওয়া এ রোগ বিস্তারের জন্য অনুক‚ল। যদি রাতে নিম্ন তাপমাত্রা ও উচ্চ জলীয় বাষ্প এবং তার সাথে গুঁড়ি গুঁড়ি বৃষ্টি, কুয়াশা এবং পাতায় শিশির জমে থাকে তাহলে এ রোগ কয়েক দিনের মধ্যে মহামারী রূপ ধারণ করে। ডিসেম্বরের মাঝামাঝী থেকে ফেব্রুয়ারি মাসের যে কোন সময় এ রোগ আলু গাছে দেখা দিতে পারে। এ রোগের প্রধান উৎস হল আক্রান্ত বীজ। সাধারণত এক হেক্টর জমিতে একটি রোগাক্রান্ত বীজ আলু থাকলেই সেটা অনুকূল পরিবেশে ঐ পরিমাণ জমির ফসল নষ্ট করে ফেলতে পারে। বাতাস, বৃষ্টিপাত, সেচের পানি ইত্যাদির সাহায্যে এ রোগের জীবাণু আক্রান্ত গাছ থেকে সুস্থ গাছে বিস্তার লাভ করে। বিকল্প পোষক যেমন টমেটো গাছ থেকেও এ রোগ বিস্তার লাভ করতে পারে। হিমাগারে রাখা আলুতে এই রোগের জীবাণু সুপ্ত অবস্থায় থাকে এবং গাছ গজানোর 45-50 দিন পর অনুকূল পরিবেশে এই রোগের সূচনা হতে পারে।"
tuber,potato,আলু,25,pest_disease,সমন্বিত দমন ব্যবস্থাপনা," রোগ প্রতিরোধী বা সহনশীল জাত ব্যবহার করা যেতে পারে।  রোগমুক্ত বীজ ব্যবহার করতে হবে।  আক্রান্ত জমিতে সেচ বন্ধ করে দিতে হবে।  সারিতে ভালোভাবে মাটি উঁচু করে দিতে হবে।  আগাম জাতের আলু চাষ করতে হবে এবং আগে সংগ্রহ করতে হবে ।  নিম্ন তাপমাত্রা, কুয়াশাচ্ছন্ন আবহাওয়া ও বৃষ্টির পূর্বাভাস পাওয়ার সাথে সাথে রোগ প্রতিরোধের জন্য 7-10 দিন অন্তর অন্তর ম্যানকোজেব গোত্রের ছত্রাকনাশক যেমন- ডাইথেন এম-45/ইন্ডোফিল ইত্যাদি প্রতি লিটার পানিতে 2 গ্রাম হারে স্প্রে করতে হবে।  জমিতে রোগ দেখা দেওয়া মাত্রই 7 দিন অন্তর অন্তর নিম্নের যে কোন একটি ছত্রাকনাশক বা ছত্রাকনাশকের মিশ্রণ স্প্রে করতে হবে। • সিকিউর (2 গ্রাম/লিটার) অথবা • এক্রোভেট এম জেড (2 গ্রাম/লিটার) অথবা • মেলোডি ডুও 4 গ্রাম + সিকিউর 2 গ্রাম (প্রতি লিটার পানিতে) অথবা • এক্রোভেট এম জেড 2 গ্রাম + সিকিউর 1 গ্রাম (প্রতি লিটার পানিতে) অথবা • মেলোডি ডুও 1 গ্রাম + এক্রোভেট এম জেড 2 গ্রাম (প্রতি লিটার পানিতে) এখানে উল্লেখ্য যে রোগের প্রাদুর্ভাব বেশি হলে আরো ঘন ঘন ঔষধ ছিটানোর প্রয়োজন পড়তে পারে। ভেজা অবস্থায় জমিতে ছত্রাকনাশক না দেয়াই ভাল। আর যদি দিতেই হয় তাহলে প্রতি লিটার পানিতে 2-3 গ্রাম সাবানের গুড়া পাউডার যোগ করে নিতে হবে। ছত্রাকনাশক ভালভাবে ছিটাতে হবে যাতে পাতার নিচে ও উপরে ভালভাবে ভিজে যায়। এ ক্ষেত্রে সাধারন স্প্রেয়ারের পরির্বতে পাওয়ার স্প্রেয়ার ভাল ফল দেয়।  মাটি ভেজা অবস্থায় কিংবা বৃষ্টির পর পর আলু না তুলে শুকনা অবস্থায় মাটিতে ‘জো’ এলে আলু তুলতে হবে।  হিমাগারে আলু রাখার আগে অত্যন্ত সতর্কতার সাথে বীজ বাছাই করতে হবে, যাতে কোনভাবে রোগাক্রান্ত আলু সুস্থ বীজের সাথে না থাকে।  রোগাক্রান্ত গাছ দিয়ে আলুর স্তুপ বা সংগৃহীত আলু ঢেঁকে রাখা যাবে না।  আলুর মৌসুমে নিয়মিত মাঠ পরিদর্শন করতে হবে।  মেটালেক্সিল গোত্রের ছত্রাকনাশকের বিরুদ্ধে ফাইটোপথোরা ইনফেসট্যান্স এর নতুন রেস তৈরি হওয়ায় এখন থেকে ঐ গোত্রের ছত্রাকনাশক ব্যবহার করা যাবে না।  আক্রান্ত জমি হতে বীজ আলু সংগ্রহ করা যাবে না।"
tuber,potato,আলু,25,other,বাধ্যতামূলক। তাছাড়াও বাতাসের অনুকূলে সব সময় স্প্রে করতে হবে।,কুয়াশাচ্ছন্ন আবহাওয়া
tuber,potato,আলু,25,pest_disease,ব্যাকটেরিয়া জনিত ঢলে পড়া রোগ,(Bacterial wilt)
tuber,potato,আলু,25,pest_disease,লক্ষণ,"ব্যাকটেরিয়া জনিত ঢলে পড়া রোগ আলুর আর একটি মারাত্মক সমস্যা। র‍্যালসটোনিয়া সোলানেসিয়ারাম (Ralstonia solanacearum) নামক ব্যাকটেরিয়ার আক্রমণে এ রোগ হয়ে থাকে। এ রোগে গাছ সাধারণত সবুজ অবস্থায়ই ঢলে পড়ে। গাছের একটি শাখা বা এক অংশও ঢলে পড়তে পারে। কাণ্ডের নিম্নাংশ ও শিকড় অক্ষত থাকে। কাণ্ডের ভিতরে পরিবহন কলায় বাদামী বর্ণের উপস্থিতি, ঢলে পড়া রোগের আর একটি গুরুত্বপূর্ণ লক্ষণ যা কাণ্ড চিরলে স্পষ্ট দেখা যায়। আক্রান্ত গাছের কাণ্ড কেটে পরিষ্কার পানিতে খাড়া করে রাখলে কিছুক্ষণ পর দুধের মতো সাদা উজ (Ooze) বের হয় । সংগৃহীত আলুর চোখে সাদা পুঁজের মতো দেখা যায় এবং আলু অল্প দিনের মধ্যেই পচে যায়। বীজ আলুর ক্ষেত্রে একরপ্রতি যদি 1টি গাছ আক্রান্ত হয় তাহলে সেই মাঠ হতে বীজ আলু কখনই সংগ্রহ করা যাবে না।"
tuber,potato,আলু,25,soil_climate,অনুক‚ল আবহাওয়া,আলুর ঢলে পড়া রোগ প্রধানত তাপমাত্রা ও আপেক্ষিক আর্দরতা দ্বারা প্রভাবিত হয়। সাধারনত 28-30° সে তাপমাত্রা এ রোগের জন্য সবচেয়ে অনুকূল। তবে নিম্ন তাপমাত্রায় আলুর কাণ্ডে ও টিউবারে এই জীবাণু সুপ্ত অবস্থায় থাকে। বাতাসের আপেক্ষিক আর্দ্রতা 80-90% এ রোগের বৃদ্ধির জন্য খুবই সহায়ক।
tuber,potato,আলু,25,pest_disease,রোগের উৎস ও বিস্তার,"এই ব্যাকটেরিয়া মাটিতে কিংবা আক্রান্ত আলুতে বেঁচে থাকে। এ ছাড়াও ফসলের পরিত্যক্ত অংশ ও বিকল্প পোষকেও বেঁচে থাকতে পারে। মাটিতে বৃষ্টি ও সেচের পানি, কৃষি যন্ত্রপাতি, কৃষকের পায়ের মাটি, চারা সংলগ্ন মাটি ইত্যাদি দিয়েও এই জীবাণুর বিস্তার হতে পারে। এই জীবাণু মাটিতে 30 সেমি থেকে 75 সেমি গভীরতা পর্যন্ত স্বতন্ত্রভাবে বা শস্যাবশেষের মধ্যে বেঁচে থাকে। সাধারণত আলু গাছের শিকড়ে জীবাণুর আক্রমণের সূচনা হয়ে থাকে। অনেক সময় আলুতে এ রোগের লক্ষণ সুপ্ত অবস্থায় থাকে এবং বাহির থেকে আক্রমণের কোন লক্ষণ বুঝা যায় না।"
